Best Fitness,Cp_min,Cp_max,Cg_min,Cg_max,w_min,w_max,gwn_std_dev
6.760903358459473,0.1,3.5,0.3,3.5,0.8,0.9,0.01
8.638888359069824,0.1,3.5,0.3,3.5,0.8,2.0,0.15
11.56310749053955,0.1,3.5,0.3,3.0,0.05,1.7,0.01
8.111260414123535,0.1,3.5,0.3,3.0,0.05,1.7,0.01
6.761338233947754,0.1,3.5,0.3,3.0,0.05,2.0,0.15
8.920215606689453,0.1,3.5,0.3,3.0,0.3,1.7,0.15
6.5653181076049805,0.1,3.5,0.3,3.0,0.8,1.3,0.01
5.55170202255249,0.1,3.5,0.3,3.0,0.8,1.7,0.01
8.830063819885254,0.1,3.5,0.3,3.0,0.8,2.0,0.15
9.264787673950195,0.1,3.5,0.3,2.5,0.05,2.0,0.01
9.482455253601074,0.1,3.5,0.3,2.5,0.05,2.0,0.07
5.713865280151367,0.1,3.5,0.3,2.5,0.3,1.3,0.15
7.132007122039795,0.1,3.5,0.3,2.5,0.3,2.0,0.07
8.663763999938965,0.1,3.5,0.3,2.5,0.8,0.9,0.15
5.411863803863525,0.1,3.5,0.3,2.5,0.8,1.3,0.15
8.126364707946777,0.1,3.5,0.3,2.5,0.8,2.0,0.15
10.352733612060547,0.1,3.5,0.3,2.0,0.05,1.7,0.2
13.323776245117188,0.1,3.5,0.3,2.0,0.05,2.0,0.15
6.38721227645874,0.1,3.5,0.3,2.0,0.3,2.0,0.01
6.367584705352783,0.1,3.5,0.3,2.0,0.3,1.7,0.2
5.8961615562438965,0.1,3.5,0.3,2.0,0.8,1.7,0.2
7.50241231918335,0.1,3.5,0.3,2.0,0.8,1.7,0.2
15.295710563659668,0.1,3.5,0.3,1.5,0.05,1.7,0.01
7.911195755004883,0.1,3.5,0.3,1.5,0.05,1.3,0.07
10.84273624420166,0.1,3.5,0.3,1.5,0.05,2.0,0.2
7.164757251739502,0.1,3.5,0.3,1.5,0.3,2.0,0.2
4.867051601409912,0.1,3.5,0.3,1.5,0.3,2.0,0.2
6.81691312789917,0.1,3.5,0.3,1.5,0.8,1.3,0.01
6.174591541290283,0.1,3.5,0.3,1.5,0.8,2.0,0.2
6.787037372589111,0.1,3.5,0.5,3.5,0.05,1.3,0.15
5.71270751953125,0.1,3.5,0.5,3.5,0.05,2.0,0.01
5.554899215698242,0.1,3.5,0.5,3.5,0.3,1.3,0.2
5.906810283660889,0.1,3.5,0.5,3.5,0.3,2.0,0.01
7.10270357131958,0.1,3.5,0.5,3.5,0.8,1.3,0.2
6.675414562225342,0.1,3.5,0.5,3.5,0.8,1.3,0.01
9.494096755981445,0.1,3.5,0.5,3.0,0.05,1.3,0.07
7.114864349365234,0.1,3.5,0.5,3.0,0.05,1.7,0.07
9.914743423461914,0.1,3.5,0.5,3.0,0.3,1.3,0.01
5.177751064300537,0.1,3.5,0.5,3.0,0.3,1.7,0.15
7.271286487579346,0.1,3.5,0.5,3.0,0.8,0.9,0.15
8.265536308288574,0.1,3.5,0.5,3.0,0.8,0.9,0.2
7.036439418792725,0.1,3.5,0.5,3.0,0.8,1.7,0.07
10.86707592010498,0.1,3.5,0.5,2.5,0.05,0.9,0.01
10.050273895263672,0.1,3.5,0.5,2.5,0.05,2.0,0.01
9.632104873657227,0.1,3.5,0.5,2.5,0.3,1.3,0.01
6.246243000030518,0.1,3.5,0.5,2.5,0.3,1.3,0.07
6.213493824005127,0.1,3.5,0.5,2.5,0.8,1.3,0.07
6.99601411819458,0.1,3.5,0.5,2.5,0.8,1.3,0.15
10.99323844909668,0.1,3.5,0.5,2.5,0.8,1.7,0.15
10.761642456054688,0.1,3.5,0.5,2.0,0.05,1.7,0.01
9.276226997375488,0.1,3.5,0.5,2.0,0.05,1.7,0.2
7.031772136688232,0.1,3.5,0.5,2.0,0.3,1.7,0.15
9.569886207580566,0.1,3.5,0.5,2.0,0.8,0.5,0.2
6.545309066772461,0.1,3.5,0.5,2.0,0.8,1.7,0.01
6.743753433227539,0.1,3.5,0.5,2.0,0.8,2.0,0.15
7.070856094360352,0.1,3.5,0.5,2.0,0.8,2.0,0.2
6.357080936431885,0.1,3.5,0.5,1.5,0.05,1.7,0.07
8.124893188476562,0.1,3.5,0.5,1.5,0.05,2.0,0.15
12.309885025024414,0.1,3.5,0.5,1.5,0.3,2.0,0.07
8.82334041595459,0.1,3.5,0.5,1.5,0.8,0.9,0.01
7.584201335906982,0.1,3.5,0.5,1.5,0.8,1.3,0.2
8.459907531738281,0.1,3.5,0.5,1.5,0.8,1.3,0.2
5.734825611114502,0.1,3.5,0.7,3.5,0.05,1.3,0.01
7.092316150665283,0.1,3.5,0.7,3.5,0.05,1.7,0.01
7.476090431213379,0.1,3.5,0.7,3.5,0.05,2.0,0.15
6.427600383758545,0.1,3.5,0.7,3.5,0.3,1.3,0.01
5.249585151672363,0.1,3.5,0.7,3.5,0.3,2.0,0.2
6.480354309082031,0.1,3.5,0.7,3.5,0.8,1.3,0.15
4.089330673217773,0.1,3.5,0.7,3.5,0.8,1.7,0.2
8.029569625854492,0.1,3.5,0.7,3.0,0.05,1.3,0.15
8.493202209472656,0.1,3.5,0.7,3.0,0.05,2.0,0.2
12.990931510925293,0.1,3.5,0.7,3.0,0.3,1.3,0.15
6.55136775970459,0.1,3.5,0.7,3.0,0.3,2.0,0.2
8.643718719482422,0.1,3.5,0.7,3.0,0.8,0.9,0.07
9.184619903564453,0.1,3.5,0.7,3.0,0.8,2.0,0.15
7.234659194946289,0.1,3.5,0.7,3.0,0.8,2.0,0.07
5.512274742126465,0.1,3.5,0.7,2.5,0.05,1.7,0.01
8.605059623718262,0.1,3.5,0.7,2.5,0.05,2.0,0.2
8.751720428466797,0.1,3.5,0.7,2.5,0.3,1.7,0.01
5.447460651397705,0.1,3.5,0.7,2.5,0.3,2.0,0.15
5.645747184753418,0.1,3.5,0.7,2.5,0.8,0.9,0.2
10.52869987487793,0.1,3.5,0.7,2.5,0.8,1.7,0.01
11.192960739135742,0.1,3.5,0.7,2.0,0.05,1.3,0.01
9.853507995605469,0.1,3.5,0.7,2.0,0.05,2.0,0.07
9.152256965637207,0.1,3.5,0.7,2.0,0.3,0.9,0.07
5.371054649353027,0.1,3.5,0.7,2.0,0.3,1.7,0.2
10.89240837097168,0.1,3.5,0.7,2.0,0.8,0.9,0.07
5.386239051818848,0.1,3.5,0.7,2.0,0.8,0.9,0.2
10.55048942565918,0.1,3.5,0.7,2.0,0.8,2.0,0.2
11.906163215637207,0.1,3.5,0.7,1.5,0.05,1.7,0.01
9.829873085021973,0.1,3.5,0.7,1.5,0.05,1.7,0.2
11.776277542114258,0.1,3.5,0.7,1.5,0.3,1.3,0.2
12.032608032226562,0.1,3.5,0.7,1.5,0.3,1.3,0.15
6.39645528793335,0.1,3.5,0.7,1.5,0.8,1.3,0.07
9.269383430480957,0.1,3.5,0.7,1.5,0.8,1.3,0.07
9.21203327178955,0.1,3.5,0.7,1.5,0.8,2.0,0.15
10.991390228271484,0.1,3.5,0.9,3.5,0.05,1.3,0.01
4.690646648406982,0.1,3.5,0.9,3.5,0.05,2.0,0.15
6.007297039031982,0.1,3.5,0.9,3.5,0.3,1.7,0.01
6.364785194396973,0.1,3.5,0.9,3.5,0.8,0.9,0.07
6.116168022155762,0.1,3.5,0.9,3.5,0.8,1.7,0.01
9.965690612792969,0.1,3.5,0.9,3.5,0.8,2.0,0.2
10.42448902130127,0.1,3.5,0.9,3.0,0.05,1.3,0.01
7.416207313537598,0.1,3.5,0.9,3.0,0.05,2.0,0.15
8.621722221374512,0.1,3.5,0.9,3.0,0.3,1.3,0.2
5.65883207321167,0.1,3.5,0.9,3.0,0.3,1.7,0.2
5.893733024597168,0.1,3.5,0.9,3.0,0.8,1.3,0.01
6.438246726989746,0.1,3.5,0.9,3.0,0.8,2.0,0.07
10.727740287780762,0.1,3.5,0.9,3.0,0.8,2.0,0.01
14.170112609863281,0.1,3.5,0.9,2.5,0.05,2.0,0.01
10.13249683380127,0.1,3.5,0.9,2.5,0.05,1.7,0.01
5.5266852378845215,0.1,3.5,0.9,2.5,0.3,1.3,0.07
6.422720432281494,0.1,3.5,0.9,2.5,0.3,1.7,0.01
8.062631607055664,0.1,3.5,0.9,2.5,0.8,1.7,0.01
6.826024532318115,0.1,3.5,0.9,2.5,0.8,1.7,0.07
5.348942756652832,0.1,3.5,0.9,2.5,0.8,2.0,0.15
9.797606468200684,0.1,3.5,0.9,2.0,0.05,1.3,0.15
8.609140396118164,0.1,3.5,0.9,2.0,0.05,2.0,0.15
9.02466869354248,0.1,3.5,0.9,2.0,0.3,2.0,0.01
9.055051803588867,0.1,3.5,0.9,2.0,0.8,0.5,0.2
5.440690517425537,0.1,3.5,0.9,2.0,0.8,0.9,0.15
6.745160102844238,0.1,3.5,0.9,2.0,0.8,1.7,0.01
12.676352500915527,0.1,3.5,0.9,1.5,0.05,1.3,0.2
5.562381744384766,0.1,3.5,0.9,1.5,0.05,1.3,0.07
9.85554027557373,0.1,3.5,0.9,1.5,0.05,2.0,0.2
6.423926830291748,0.1,3.5,0.9,1.5,0.3,2.0,0.2
8.814038276672363,0.1,3.5,0.9,1.5,0.3,2.0,0.01
4.303415775299072,0.1,3.5,0.9,1.5,0.8,2.0,0.07
10.231247901916504,0.1,3.5,0.9,1.5,0.8,2.0,0.01
8.43576717376709,0.1,3.0,0.1,3.5,0.05,1.7,0.01
7.898577690124512,0.1,3.0,0.1,3.5,0.05,2.0,0.07
11.672064781188965,0.1,3.0,0.1,3.5,0.3,1.3,0.01
4.663254261016846,0.1,3.0,0.1,3.5,0.3,2.0,0.07
9.475462913513184,0.1,3.0,0.1,3.5,0.8,1.3,0.07
6.399073600769043,0.1,3.0,0.1,3.5,0.8,1.7,0.07
9.177340507507324,0.1,3.0,0.1,3.5,0.8,2.0,0.2
8.574824333190918,0.1,3.0,0.1,3.0,0.05,2.0,0.01
7.760056018829346,0.1,3.0,0.1,3.0,0.05,2.0,0.2
8.285776138305664,0.1,3.0,0.1,3.0,0.3,1.3,0.2
4.7053728103637695,0.1,3.0,0.1,3.0,0.3,1.7,0.2
6.891693115234375,0.1,3.0,0.1,3.0,0.8,1.7,0.07
10.478219985961914,0.1,3.0,0.1,3.0,0.8,1.7,0.2
8.795062065124512,0.1,3.0,0.1,2.5,0.05,1.3,0.01
12.881778717041016,0.1,3.0,0.1,2.5,0.05,1.3,0.07
11.953919410705566,0.1,3.0,0.1,2.5,0.3,1.3,0.07
8.98705768585205,0.1,3.0,0.1,2.5,0.3,1.7,0.07
8.833484649658203,0.1,3.0,0.1,2.5,0.8,0.9,0.15
6.722891807556152,0.1,3.0,0.1,2.5,0.8,2.0,0.01
12.44085693359375,0.1,3.0,0.1,2.5,0.8,1.7,0.2
13.229765892028809,0.1,3.0,0.1,2.0,0.05,1.7,0.07
7.644442081451416,0.1,3.0,0.1,2.0,0.05,2.0,0.2
10.991382598876953,0.1,3.0,0.1,2.0,0.3,1.3,0.07
7.9017333984375,0.1,3.0,0.1,2.0,0.3,2.0,0.01
7.829791069030762,0.1,3.0,0.1,2.0,0.8,1.7,0.01
6.542872428894043,0.1,3.5,0.1,3.5,0.05,1.3,0.2
8.06735610961914,0.1,3.5,0.1,3.5,0.05,1.7,0.15
5.966739177703857,0.1,3.5,0.1,3.5,0.3,0.9,0.2
5.470839500427246,0.1,3.5,0.1,3.5,0.3,1.3,0.01
3.9288434982299805,0.1,3.5,0.1,3.5,0.8,0.9,0.01
5.666037559509277,0.1,3.5,0.1,3.5,0.8,0.9,0.07
5.08187198638916,0.1,3.5,0.1,3.5,0.8,2.0,0.2
15.823738098144531,0.1,3.5,0.1,3.5,0.05,0.9,0.15
5.709190845489502,0.1,3.5,0.1,3.5,0.05,1.7,0.07
11.233793258666992,0.1,3.5,0.1,3.5,0.3,0.9,0.01
6.9455246925354,0.1,3.5,0.1,3.5,0.3,1.3,0.07
3.492957592010498,0.1,3.5,0.1,3.5,0.8,0.5,0.07
5.06508731842041,0.1,3.5,0.1,3.5,0.8,1.3,0.01
11.877302169799805,0.1,3.5,0.1,3.5,0.8,2.0,0.15
7.969082355499268,0.1,3.5,0.1,3.0,0.05,0.9,0.07
4.593120098114014,0.1,3.5,0.1,3.0,0.05,1.7,0.07
7.7528886795043945,0.1,3.5,0.1,3.0,0.05,2.0,0.2
8.330276489257812,0.1,3.5,0.1,3.0,0.3,1.7,0.01
5.762895107269287,0.1,3.5,0.1,3.0,0.3,2.0,0.01
5.192298412322998,0.1,3.5,0.1,3.0,0.8,0.9,0.07
5.78104305267334,0.1,3.5,0.1,3.0,0.8,1.3,0.07
10.944842338562012,0.1,3.5,0.1,3.0,0.8,2.0,0.15
12.608272552490234,0.1,3.5,0.1,2.5,0.05,1.3,0.07
10.92438793182373,0.1,3.5,0.1,2.5,0.05,1.7,0.15
4.446937084197998,0.1,3.5,0.1,2.5,0.3,1.3,0.01
11.04725456237793,0.1,3.5,0.1,2.5,0.3,1.7,0.15
7.06097936630249,0.1,3.5,0.1,2.5,0.8,0.9,0.01
8.499536514282227,0.1,3.5,0.1,2.5,0.8,1.3,0.07
4.322296619415283,0.1,3.5,0.1,2.5,0.8,2.0,0.07
12.288183212280273,0.1,3.5,0.1,2.0,0.05,0.9,0.01
8.19560432434082,0.1,3.5,0.1,2.0,0.05,1.3,0.01
9.470840454101562,0.1,3.5,0.1,2.0,0.05,2.0,0.01
14.738120079040527,0.1,3.5,0.1,2.0,0.3,1.3,0.07
8.502685546875,0.1,3.5,0.1,2.0,0.3,2.0,0.07
5.732975959777832,0.1,3.5,0.1,2.0,0.8,0.9,0.15
10.820651054382324,0.1,3.5,0.1,2.0,0.8,1.7,0.01
7.592545032501221,0.1,3.5,0.1,2.0,0.8,1.7,0.2
8.459233283996582,0.1,3.5,0.1,1.5,0.05,1.3,0.15
8.948715209960938,0.1,3.5,0.1,1.5,0.05,2.0,0.07
14.59549617767334,0.1,3.5,0.1,1.5,0.05,2.0,0.15
8.9435396194458,0.1,3.5,0.1,1.5,0.3,1.3,0.2
12.126712799072266,0.1,3.5,0.1,1.5,0.3,2.0,0.15
5.225146770477295,0.1,3.5,0.1,1.5,0.8,1.3,0.01
6.852888584136963,0.1,3.5,0.1,1.5,0.8,2.0,0.07
14.401193618774414,0.1,3.5,0.3,3.5,0.05,0.9,0.01
6.730377197265625,0.1,3.5,0.3,3.5,0.05,1.7,0.01
6.446377277374268,0.1,3.5,0.3,3.5,0.05,2.0,0.15
9.28111457824707,0.1,3.5,0.3,3.5,0.3,0.9,0.07
4.95107889175415,0.1,3.5,0.3,3.5,0.3,1.3,0.2
13.378646850585938,0.1,3.5,0.3,3.5,0.3,2.0,0.15
8.555426597595215,0.1,3.5,0.3,3.5,0.8,1.3,0.2
4.893797397613525,0.1,3.5,0.3,3.5,0.8,2.0,0.07
19.65950584411621,0.1,3.5,0.3,3.0,0.05,0.9,0.2
10.328536987304688,0.1,3.5,0.3,3.0,0.05,1.7,0.07
10.338979721069336,0.1,3.5,0.3,3.0,0.05,2.0,0.01
6.133263111114502,0.1,3.5,0.3,3.0,0.3,1.3,0.07
5.344112873077393,0.1,3.5,0.3,3.0,0.3,2.0,0.01
6.204123497009277,0.1,3.5,0.3,3.0,0.3,2.0,0.2
7.106405735015869,0.1,3.5,0.3,3.0,0.8,1.3,0.2
9.196761131286621,0.1,3.5,0.3,3.0,0.8,1.7,0.2
18.352441787719727,0.1,3.5,0.3,2.5,0.05,1.3,0.07
8.430986404418945,0.1,3.5,0.3,2.5,0.05,1.3,0.15
12.52645206451416,0.1,3.5,0.3,2.5,0.3,0.9,0.01
9.705034255981445,0.1,3.5,0.3,2.5,0.3,1.3,0.01
8.592637062072754,0.1,3.5,0.3,2.5,0.3,1.7,0.15
8.894706726074219,0.1,3.5,0.3,2.5,0.8,0.9,0.2
4.43301248550415,0.1,3.5,0.3,2.5,0.8,1.7,0.07
12.657700538635254,0.1,3.5,0.3,2.0,0.05,0.9,0.01
5.203408241271973,0.1,3.5,0.3,2.0,0.05,1.3,0.01
10.348563194274902,0.1,3.5,0.3,2.0,0.05,2.0,0.2
15.3629732131958,0.1,3.5,0.3,2.0,0.3,0.9,0.2
6.491236686706543,0.1,3.5,0.3,2.0,0.3,1.7,0.15
9.700024604797363,0.1,3.5,0.3,2.0,0.8,0.9,0.01
4.03572940826416,0.1,3.5,0.3,2.0,0.8,1.3,0.15
4.668258190155029,0.1,3.5,0.3,2.0,0.8,2.0,0.2
20.029064178466797,0.1,3.5,0.3,1.5,0.05,0.9,0.01
8.352068901062012,0.1,3.5,0.3,1.5,0.05,1.7,0.07
11.532870292663574,0.1,3.5,0.3,1.5,0.05,2.0,0.01
12.012663841247559,0.1,3.5,0.3,1.5,0.3,1.3,0.07
11.49947452545166,0.1,3.5,0.3,1.5,0.3,1.7,0.07
11.226215362548828,0.1,3.5,0.3,1.5,0.8,0.9,0.07
11.332928657531738,0.1,3.5,0.3,1.5,0.8,1.3,0.15
6.770323276519775,0.1,3.5,0.3,1.5,0.8,2.0,0.01
8.400907516479492,0.1,3.5,0.5,3.5,0.05,0.9,0.01
5.6076531410217285,0.1,3.5,0.5,3.5,0.05,1.7,0.01
5.252769947052002,0.1,3.5,0.5,3.5,0.05,2.0,0.2
5.433544635772705,0.1,3.5,0.5,3.5,0.3,1.3,0.15
5.348789215087891,0.1,3.5,0.5,3.5,0.3,1.7,0.2
5.793169975280762,0.1,3.5,0.5,3.5,0.8,0.9,0.07
6.136329650878906,0.1,3.5,0.5,3.5,0.8,1.7,0.07
5.829453468322754,0.1,3.5,0.5,3.5,0.8,2.0,0.15
9.270645141601562,0.1,3.5,0.5,3.0,0.05,1.3,0.01
5.881180286407471,0.1,3.5,0.5,3.0,0.05,2.0,0.07
9.37552261352539,0.1,3.5,0.5,3.0,0.3,0.5,0.2
7.317815780639648,0.1,3.5,0.5,3.0,0.3,1.7,0.01
4.645059108734131,0.1,3.5,0.5,3.0,0.3,2.0,0.01
8.045605659484863,0.1,3.5,0.5,3.0,0.8,1.3,0.15
4.569992542266846,0.1,3.5,0.5,3.0,0.8,2.0,0.07
13.338247299194336,0.1,3.5,0.5,2.5,0.05,0.9,0.2
8.579305648803711,0.1,3.5,0.5,2.5,0.05,1.7,0.07
10.26354694366455,0.1,3.5,0.5,2.5,0.05,2.0,0.15
9.120433807373047,0.1,3.5,0.5,2.5,0.3,0.9,0.2
6.76555871963501,0.1,3.5,0.5,2.5,0.3,1.7,0.07
9.684344291687012,0.1,3.5,0.5,2.5,0.8,0.9,0.07
6.1665520668029785,0.1,3.5,0.5,2.5,0.8,1.3,0.01
4.258615016937256,0.1,3.5,0.5,2.5,0.8,2.0,0.07
14.368465423583984,0.1,3.5,0.5,2.0,0.05,0.9,0.07
5.5031538009643555,0.1,3.5,0.5,2.0,0.05,2.0,0.07
10.301033020019531,0.1,3.5,0.5,2.0,0.05,2.0,0.2
5.570347785949707,0.1,3.5,0.5,2.0,0.3,1.7,0.01
9.247088432312012,0.1,3.5,0.5,2.0,0.3,2.0,0.15
5.850088596343994,0.1,3.5,0.5,2.0,0.8,1.3,0.01
5.524772644042969,0.1,3.5,0.5,2.0,0.8,1.7,0.07
15.323246002197266,0.1,3.5,0.5,2.0,0.8,2.0,0.07
12.838679313659668,0.1,3.5,0.5,1.5,0.05,1.3,0.15
7.219692230224609,0.1,3.5,0.5,1.5,0.05,2.0,0.01
14.095465660095215,0.1,3.5,0.5,1.5,0.3,0.9,0.2
9.306034088134766,0.1,3.5,0.5,1.5,0.3,1.3,0.15
10.791788101196289,0.1,3.5,0.5,1.5,0.3,2.0,0.2
7.714766025543213,0.1,3.5,0.5,1.5,0.8,0.9,0.2
11.282732009887695,0.1,3.5,0.5,1.5,0.8,2.0,0.15
15.322447776794434,0.1,3.5,0.7,3.5,0.05,0.5,0.2
8.065258026123047,0.1,3.5,0.7,3.5,0.05,1.3,0.07
5.744915962219238,0.1,3.5,0.7,3.5,0.05,2.0,0.01
6.096764087677002,0.1,3.5,0.7,3.5,0.3,1.3,0.15
5.726781368255615,0.1,3.5,0.7,3.5,0.3,1.7,0.07
7.023850440979004,0.1,3.5,0.7,3.5,0.8,0.9,0.01
4.439990520477295,0.1,3.5,0.7,3.5,0.8,1.7,0.01
4.612022399902344,0.1,3.5,0.7,3.5,0.8,2.0,0.07
13.293737411499023,0.1,3.5,0.7,3.0,0.05,0.9,0.07
9.056065559387207,0.1,3.5,0.7,3.0,0.05,1.7,0.07
5.947859764099121,0.1,3.5,0.7,3.0,0.05,2.0,0.15
7.847812175750732,0.1,3.5,0.7,3.0,0.3,1.3,0.01
7.644924640655518,0.1,3.5,0.7,3.0,0.3,1.7,0.2
8.715784072875977,0.1,3.5,0.7,3.0,0.8,1.3,0.07
4.460687637329102,0.1,3.5,0.7,3.0,0.8,2.0,0.01
16.979015350341797,0.1,3.5,0.7,3.0,0.8,2.0,0.2
10.415839195251465,0.1,3.5,0.7,2.5,0.05,1.7,0.07
6.4088454246521,0.1,3.5,0.7,2.5,0.05,2.0,0.07
6.949912071228027,0.1,3.5,0.7,2.5,0.3,1.3,0.01
6.077749252319336,0.1,3.5,0.7,2.5,0.3,2.0,0.01
7.584921836853027,0.1,3.5,0.7,2.5,0.8,0.9,0.01
6.694674968719482,0.1,3.5,0.7,2.5,0.8,1.7,0.07
6.151444435119629,0.1,3.5,0.7,2.5,0.8,2.0,0.01
13.665817260742188,0.1,3.5,0.7,2.0,0.05,0.9,0.01
6.549981117248535,0.1,3.5,0.7,2.0,0.05,1.3,0.2
9.951910018920898,0.1,3.5,0.7,2.0,0.05,2.0,0.15
15.302103042602539,0.1,3.5,0.7,2.0,0.3,1.3,0.15
7.38189697265625,0.1,3.5,0.7,2.0,0.3,2.0,0.01
8.66734504699707,0.1,3.5,0.7,2.0,0.8,0.5,0.2
5.41206693649292,0.1,3.5,0.7,2.0,0.8,1.7,0.2
8.616446495056152,0.1,3.5,0.7,2.0,0.8,2.0,0.15
6.740792274475098,0.1,3.5,0.7,1.5,0.05,1.3,0.01
3.6507225036621094,0.1,3.5,0.7,1.5,0.05,2.0,0.15
16.933637619018555,0.1,3.5,0.7,1.5,0.3,0.9,0.07
6.98150110244751,0.1,3.5,0.7,1.5,0.3,1.3,0.01
6.437746524810791,0.1,3.5,0.7,1.5,0.3,2.0,0.2
7.553082466125488,0.1,3.5,0.7,1.5,0.8,0.9,0.07
4.501446723937988,0.1,3.5,0.7,1.5,0.8,2.0,0.01
8.261874198913574,0.1,3.5,0.9,3.5,0.05,0.9,0.07
6.311239242553711,0.1,3.5,0.9,3.5,0.05,1.3,0.07
7.172345161437988,0.1,3.5,0.9,3.5,0.05,2.0,0.07
6.078231334686279,0.1,3.5,0.9,3.5,0.3,0.9,0.15
7.796821117401123,0.1,3.5,0.9,3.5,0.3,1.3,0.2
7.70810604095459,0.1,3.5,0.9,3.5,0.8,0.5,0.01
6.082870006561279,0.1,3.5,0.9,3.5,0.8,0.9,0.2
5.004333019256592,0.1,3.5,0.9,3.5,0.8,1.7,0.2
14.349023818969727,0.1,3.5,0.9,3.0,0.05,0.9,0.15
7.587048530578613,0.1,3.5,0.9,3.0,0.05,1.7,0.07
7.106091022491455,0.1,3.5,0.9,3.0,0.05,2.0,0.2
4.758781909942627,0.1,3.5,0.9,3.0,0.3,1.3,0.01
5.847322463989258,0.1,3.5,0.9,3.0,0.3,1.7,0.07
6.741717338562012,0.1,3.5,0.9,3.0,0.8,0.9,0.01
6.505753040313721,0.1,3.5,0.9,3.0,0.8,1.7,0.07
13.287967681884766,0.1,3.5,0.9,3.0,0.8,1.7,0.2
11.992743492126465,0.1,3.5,0.9,2.5,0.05,1.3,0.01
4.8638715744018555,0.1,3.5,0.9,2.5,0.05,2.0,0.2
14.655911445617676,0.1,3.5,0.9,2.5,0.3,0.9,0.01
4.622463703155518,0.1,3.5,0.9,2.5,0.3,1.7,0.2
6.304410457611084,0.1,3.5,0.9,2.5,0.3,2.0,0.01
6.048873424530029,0.1,3.5,0.9,2.5,0.8,1.3,0.07
4.5784220695495605,0.1,3.5,0.9,2.5,0.8,2.0,0.2
11.214150428771973,0.1,3.5,0.9,2.0,0.05,0.9,0.15
6.54492712020874,0.1,3.5,0.9,2.0,0.05,1.3,0.07
8.764368057250977,0.1,3.5,0.9,2.0,0.05,1.7,0.2
12.274334907531738,0.1,3.5,0.9,2.0,0.3,0.9,0.2
6.329948425292969,0.1,3.5,0.9,2.0,0.3,2.0,0.07
6.831244945526123,0.1,3.5,0.9,2.0,0.8,0.9,0.01
8.48255443572998,0.1,3.5,0.9,2.0,0.8,1.7,0.07
4.725677490234375,0.1,3.5,0.9,2.0,0.8,1.7,0.2
13.453068733215332,0.1,3.5,0.9,1.5,0.05,0.9,0.07
7.689248561859131,0.1,3.5,0.9,1.5,0.05,2.0,0.01
11.12995719909668,0.1,3.5,0.9,1.5,0.05,2.0,0.15
